asin,reviewerID,overall
0002007770,A3LWRDY0OQH3LY,4.0
0002007770,AFUQ93IMBSVR4,5.0
0002007770,A3OZPA2Y2SUYX5,5.0
0002007770,A3MDLDRB2GVKBH,4.0
0002007770,A17TASZJT6Y39D,5.0
0002007770,A3T0OTH5072YRE,5.0
0002007770,A2VWGLT380E60S,5.0
0002007770,A1OLGW6LUM9M5U,5.0
0002007770,A1129LM24YWSZV,4.0
0002007770,AEXE5RH7221AJ,5.0
0002007770,A1XHK8COWBZ34F,5.0
0002007770,A3UKWQS8SRW6IO,5.0
0002007770,A257XGMVGITLCT,5.0
0002007770,AO5AWOANL2MBH,5.0
0002007770,A1D3XQC2DIT,5.0
0002007770,A2V6FC7GVZ6T7M,5.0
0002007770,A1FCBJNIFF4PPU,4.0
0002007770,A2T5O7MHGONT6S,5.0
0002007770,AVL5IDEE8YA3D,4.0
0002007770,AX54G5AL870Q8,4.0
0002007770,A19O53R0L0W4O7,5.0
0002007770,AA30KAI4RI6AT,4.0
0002007770,AN3D3M8MJ07BQ,5.0
0002007770,ASK5NF6RO8W19,4.0
0002007770,A1YN0D68BEBUUQ,5.0
0002007770,A1RMHZSWZ7ZEQO,4.0
0002007770,A32PC5F6QT0SC9,4.0
0002007770,AS6SH2JM2YY3H,3.0
0002007770,A1F3DFRPGVEUI8,5.0
0002007770,A35CCGJDNXUDY9,5.0
0002007770,A3SN9EF7GTNEU2,5.0
0002007770,A8QNRCZFSSY9C,4.0
0002007770,A2PN7Z2VTHICL8,5.0
0002007770,A1T9P4HXF0F2NS,5.0
0002007770,A3B6FOHAAOL7G3,5.0
0002007770,A1KAS2W1TD8UOU,5.0
0002007770,A2IYCVYH319OEN,4.0
0002007770,A2UW83R0JOZZ6,5.0
0002007770,A1N1YEMTI9DJ86,5.0
0002007770,A3QW09WANRS6BZ,4.0
0002007770,A2ZHH7AK83JB5G,3.0
0002007770,A151OW029XD9JU,5.0
0002007770,A2T6RWGHT3DIDH,5.0
0002007770,A14QJKY3DA19AP,4.0
0002007770,A303U1MOXG5R1F,5.0
0002007770,A265NE6H6LYX87,5.0
0002007770,A30GESVUFJTTZF,4.0
0002007770,A3SQQYS79AV13M,5.0
0002007770,A3NDPSK6QZHSAV,4.0
0002007770,A18VICK1AMJS6B,5.0
0002007770,A1DQZBHEU98PBT,5.0
0002007770,A1S3IN6CSTBPY6,5.0
0002007770,A1YBVBU27AKJ1J,4.0
0002007770,A3NSMGE2T71EGV,5.0
0002007770,A3U437ALQKGREY,5.0
0002007770,A23E9QQHJLNGUI,5.0
0002007770,A1FT7QFKNHL9DT,3.0
0002007770,A3QS5UYAGHF4IU,4.0
000224053X,A1CQGAPQMN41LV,5.0
000224053X,A1X8VZWTOG8IS6,5.0
000224053X,A26BWRBPP4V2WF,3.0
000224053X,A28WJUJF6D2ULA,4.0
000224053X,A3RTMB76CJWY9U,2.0
000224053X,AKONN742O5IUI,5.0
000224053X,A3S1YIQQW7AZO,1.0
000224053X,A3M6PVBDT2ED45,5.0
000224053X,AS6EPVW1IRRP5,5.0
000224053X,A21Z8FUB9IZI2L,5.0
000224053X,A16QODENBJVUI1,5.0
000224053X,A2XRMQA6PJ5ZJ8,2.0
0002242052,A2GYI4O3OWACUE,5.0
0002242052,ARYY84WIKKLXD,4.0
0002242052,A3H2CKTFZ3B3GD,5.0
0002242052,A1W2JCN01CTT1V,5.0
0002242052,A1CHM200OEN65X,5.0
0002242052,A3BH49ZKESHDID,2.0
0002242052,A18IZDWUIHLUC9,4.0
0002242052,A1ZDWD35AZL3S,4.0
0002242052,A1SWFOD82SBQZ6,5.0
0002242052,A1GPGBHBI6T2HJ,5.0
0002242052,A3VO648HFK2LZD,4.0
0002242052,A222LQEPE7O7BV,5.0
0002242052,ACT2AA008KB31,5.0
0002242052,A2NJO6YE954DBH,4.0
0002242052,A1B05INWIDZ74O,5.0
0002242052,A370Z6I5GBWU44,5.0
0002242052,AUGABW5AS2OXM,5.0
0002242052,A1Z81GM85KH5XS,3.0
0002242052,A16T8P0XZ5RH4Y,4.0
0002242052,A2J9UIAZ8IIUSO,5.0
0002247399,A3NBL1TI2M3CW1,3.0
0002247399,A1D33G7EWFASGN,3.0
0002247399,A1CQGAPQMN41LV,5.0
0002247399,A2F6N60Z96CAJI,5.0
0002247399,A2CR57GAJKNWVV,3.0
0002247399,A3H2CKTFZ3B3GD,5.0
0002247399,A2H44WVZS59KKT,4.0
0002247399,ADY0QI5IENSLY,5.0
0002247399,A29E0Q47E8CPPO,3.0
0002247399,AEQFYOI6YJ83Z,4.0
0002247399,A1G0DH7UQ4ILS6,3.0
0002247399,A1IIZOFP8YKGPR,5.0
0002247399,A2NHD7LUXVGTD3,2.0
0002247399,A3G5YFK37GKUK2,4.0
0002247399,A1D2C0WDCSHUWZ,4.0
0002247399,A3S1YIQQW7AZO,3.0
0002247399,AXHEVH3H93VV7,3.0
0002247399,A386UNUYDUDSBB,4.0
0002247399,A1EQGFZPJ4V24X,5.0
0002247399,AK7D1BHZOSOL1,3.0
0002247399,AYOJ4CX2CZP7Y,4.0
0002247399,A1LW3XGXYP98BW,4.0
0002247399,ACTEAPEPGDV8G,4.0
0002247399,A1ESZNL5LPAJMG,5.0
0002247399,A3ATAPFSNLF3EY,5.0
0002247399,A3RTNA9THAU2OP,4.0
0002247399,A8GR4PH5NW96V,5.0
0002247399,A2MHCZISNWHQFR,3.0
0002247399,A2XQMGE2YY88DC,3.0
0002247399,ACMUFCDLD108J,3.0
0002247399,A8F2AZWB20X1H,2.0
0002247399,A3DKP8M0GSP8UK,4.0
0002247399,A1MBOTC01N0IY9,4.0
0002247399,AZK12FBX7X7LN,4.0
0002247399,A2H6Q6AK8S90F3,3.0
0002247399,A1AZTVCAQMNXXF,4.0
0002247399,A244OF3K701OS1,3.0
0002247399,A3M0IGG6NGMQXP,4.0
0002247399,A18HHKM6WGEF9D,3.0
0002247399,ASFH9P54G32QL,5.0
0002247399,A2LIR7WQ20GXQ7,5.0
0002247399,A25KKXUQQ0OLWB,5.0
0002247399,A370Z6I5GBWU44,3.0
0002247399,A3T0OTH5072YRE,3.0
0002247399,AMJF13FXWROLH,5.0
0002247399,A235YBRNVRBCBK,3.0
0002247399,AFMF4F9QW2JDS,3.0
0002247399,A2V6FC7GVZ6T7M,5.0
0002247399,AS8X46XLHIB8F,2.0
0002247399,A1MJFOR1ABINJ4,5.0
0002247399,AUX9KZUUB3YCE,5.0
0002247399,A2EDZH51XHFA9B,5.0
0002247399,A3PC0NHTTV42LF,5.0
0002247399,A10BZSGALQPS0V,4.0
0002247399,A2PNTEDGMOLMOY,5.0
0002247399,AKPKPMWM6IIU5,3.0
0002247399,A265NE6H6LYX87,4.0
0002247399,AHHU34NT0HTR1,5.0
0002247399,A1D5RCOILPC9LX,4.0
0006476155,A3A1E05J5PXADW,4.0
0006476155,A1JOPXFBICWJBD,4.0
0006476155,A2863YDJSI0YBV,4.0
0006476155,A1VHK9A4VLJTHC,3.0
0006476155,A1X8VZWTOG8IS6,3.0
0006476155,ABWF7YVZAU1QP,2.0
0006476155,A3P3UOHYBFRGJN,5.0
0006476155,A26SV90ILK5BNO,4.0
0006476155,A18IZDWUIHLUC9,3.0
0006476155,A26GI0KK03LSRR,4.0
0006476155,A1SCJWCMQ3W3KK,5.0
0006476155,AZ8N5BS6476S8,4.0
0006476155,A1CNQTCRQ35IMM,4.0
0006476155,A1GPGBHBI6T2HJ,4.0
0006476155,A1IIX764GG3WNZ,5.0
0006476155,A2RPIGO3G4M6GN,2.0
0006476155,A2DSXA1E02C86D,3.0
0006476155,A2NBOL825B93OM,5.0
0006476155,AIIR8E34EDKCQ,5.0
0006476155,A2Q5DZRXBR6KAT,4.0
0006476155,A3H7J5POTR9TZW,4.0
0006476155,A2E9Q3T876TQ6C,4.0
0006476155,A1N01YOBWF8WDP,5.0
0006476155,AUGABW5AS2OXM,5.0
0006476155,A3LZGLA88K0LA0,5.0
0006476155,A2O5RT4RCC4NU2,5.0
0006476155,A2DG1H013DN01P,4.0
0006476155,A1YWUHRJDMATPI,5.0
0006476155,A1F38YS15PWMRQ,5.0
0006476155,A3AD071UEP20WS,4.0
0006476155,A3SN9EF7GTNEU2,5.0
0006476155,A3CS4U2S7C6XW6,4.0
0006476155,A1A7U9G3728LOU,4.0
0006476155,AHHU34NT0HTR1,5.0
0006476155,A1DQZBHEU98PBT,5.0
0006514006,AK0CENM3LUM28,3.0
0006514006,A1ZHFD8JZXJXNM,5.0
0006514006,AGG9C66TOLJZB,2.0
0006514006,A2PN65B6BSTIYZ,4.0
0006514006,ASPABROV8R7M5,5.0
0006514006,AK7CAW3N1XZV6,4.0
0006514006,A2PWUIQG57O1AZ,5.0
0006514006,A1BI8PUEHA5CHW,5.0
0006514006,A18E0V2F73X593,4.0
0006514006,ARBMZ59SXGUGI,4.0
0006514006,A2JNW9NNS7KKVS,5.0
0006514006,A1T17LMQABMBN5,5.0
0006514006,AQCQ5F0OJXMG9,3.0
0006514006,A36AIK1DQPSRNT,5.0
0006514006,A1JV4QKTEB7QBL,4.0
0006514006,A2F4L44P7ZCSOB,5.0
0006514006,A3UHWNH1PZYEUJ,4.0
0006514006,AC9B29BXXWJHD,5.0
0006514006,A3GA09FYFKL4EY,5.0
0006514006,A3FJOQ23K5PQB8,5.0
0006514006,A11XAIFA10G7TS,5.0
0006514006,A3NJJZ5NB9LMR3,5.0
0006514006,A3UJJGY799F76I,5.0
0006514006,A3A6GXILVT9JNW,5.0
0006514006,ABMX8XUNPR3LP,5.0
0006514006,A146H6A41B26QT,5.0
0006514006,A3E82E1V5SU6AP,5.0
0006514006,A1IOJE0W1NXOSE,5.0
0006514006,A1ER5AYS3FQ9O3,5.0
0006514006,A2P6KAWXJ16234,4.0
0006514006,AG2IEP1MJQHFS,4.0
0006514006,A22TZUXUKA11SQ,3.0
0006514006,A244OF3K701OS1,4.0
0006514006,A1L43KWWR05PCS,5.0
0006514006,A21L5T2QRR8S3I,4.0
0006514006,A395QKQZ15GP4F,3.0
0006514006,A17FLA8HQOFVIG,5.0
0006514006,A24902ORGG82ND,5.0
0006514006,A1TWTULVD6F22O,5.0
0006514006,A2MF2QVSCUI27G,5.0
0006514006,A2LIR7WQ20GXQ7,5.0
0006514006,A21A2JGWH92TXZ,1.0
0006514006,AYYAIPS6M3HB8,5.0
0006514006,A15XY6GGKD3B6D,5.0
0006514006,A3KEZLJ59C1JVH,5.0
0006514006,A10Y3OZWENAQ6W,3.0
0006514006,A3PC6XH7IVDMMP,4.0
0006514006,A3APPKALUGB2GT,5.0
0006514006,A3T0OTH5072YRE,4.0
0006514006,A3I4GZJZO155GG,5.0
0006514006,A3DE9GQDO6O6D1,4.0
0006514006,A39NS429FYXAD1,5.0
0006514006,AJMU8VVFKMZI4,4.0
0006514006,A9JAYHZOARJX8,5.0
0006514006,A2T5O7MHGONT6S,5.0
0006514006,A2TZW26EATO8P6,3.0
0006514006,A3QW09WANRS6BZ,3.0
0006514006,AMCAID3LTHKEC,3.0
0006514006,A3NCV7XVGNHRT6,3.0
0006514006,AHHU34NT0HTR1,4.0
0006514006,A1DQZBHEU98PBT,5.0
0006514006,A1S3IN6CSTBPY6,5.0
0006550436,A1A2YTFX2XC4O2,4.0
0006550436,A3LNZKV31R04C4,3.0
0006550436,A2PWUIQG57O1AZ,4.0
0006550436,ARBMZ59SXGUGI,4.0
0006550436,A1T17LMQABMBN5,4.0
0006550436,A23GFTVIETX7DS,5.0
0006550436,A3HTKV1AW14EDB,4.0
0006550436,A1K1JW1C5CUSUZ,5.0
0006550436,AC1K4OQOZ90RS,4.0
0006550436,A4R8GJX3UZ1I,4.0
0006550436,A386UNUYDUDSBB,4.0
0006550436,A3M174IC0VXOS2,5.0
0006550436,A1SDFJ5PQTIBK4,3.0
0006550436,A328S9RN3U5M68,3.0
0006550436,A741547755BZ2,5.0
0006550436,A3UDYY6L2NH3JS,5.0
0006550436,A1EEW7AS30AK5Q,5.0
0006550436,A2EMP366TTS6E1,5.0
0006550436,A1IOJE0W1NXOSE,5.0
0006550436,A23XK92HRNHYKJ,4.0
0006550436,AG2IEP1MJQHFS,5.0
0006550436,A17FLA8HQOFVIG,5.0
0006550436,A2MF2QVSCUI27G,3.0
0006550436,AOKGRSAS5VNS3,4.0
0006550436,A25KKXUQQ0OLWB,5.0
0006550436,A11NL2A0RDEGF,3.0
0006550436,A2HR0DJG4WMR8R,5.0
0006550436,A370Z6I5GBWU44,5.0
0006550436,A2SHQJP6PNQTLD,5.0
0006550436,AP8AUHUUYL34A,4.0
0006550436,A3Z9QN0RCOHEY,5.0
0006550436,A1129LM24YWSZV,4.0
0006550436,A3AZ4O4I9S4668,5.0
0006550436,A9JAYHZOARJX8,4.0
0006550436,A2ODBHT4URXVXQ,4.0
0006550436,AX54G5AL870Q8,4.0
0006550436,AE31M52VLKOG6,5.0
0006550436,A10BZSGALQPS0V,4.0
0006550436,A1N1YEMTI9DJ86,3.0
0006550436,A2T6RWGHT3DIDH,4.0
0006550436,A1DQZBHEU98PBT,4.0
0006550436,A3OVBI2RNSUIJQ,3.0
0006551807,A1A2YTFX2XC4O2,4.0
0006551807,A3T4KN9XO3PIXG,3.0
0006551807,AU6DIIDZK2OQM,2.0
0006551807,A2QHM5HBSIXRL4,4.0
0006551807,AJQ1S39GZBKUG,5.0
0006551807,A2PN65B6BSTIYZ,5.0
0006551807,AFN32PGTZ31MV,3.0
0006551807,A3MVAN55WKCGR7,3.0
0006551807,A2F6N60Z96CAJI,5.0
0006551807,AGFNLMUZ09UF1,2.0
0006551807,ATJV9TWMRNF8K,4.0
0006551807,A39ABKRS1MKFTW,5.0
0006551807,A36AIK1DQPSRNT,4.0
0006551807,AYFNOHE3IQQ4G,4.0
0006551807,A23GFTVIETX7DS,4.0
0006551807,A2F4L44P7ZCSOB,3.0
0006551807,A2CDA00O4MB1CK,5.0
0006551807,AIK0G28AWIL17,1.0
0006551807,A1K1JW1C5CUSUZ,4.0
0006551807,A13E0ARAXI6KJW,4.0
0006551807,AAIL33CYCT47J,5.0
0006551807,A1UFV4HALV2OXW,5.0
0006551807,A1WPQGUYP0XI99,5.0
0006551807,A1X1TY8AT7E03H,4.0
0006551807,A146H6A41B26QT,4.0
0006551807,A2FEGRJQNU51P9,5.0
0006551807,AKT8TGIT6VVZ5,5.0
0006551807,A2ECPW4RA7NWMP,2.0
0006551807,AZ85B5Q1UEH5U,4.0
0006551807,AOP5K4K01B0PH,3.0
0006551807,A2E3GFHUDNPYDH,3.0
0006551807,A33EVEMS61JYRQ,5.0
0006551807,A1IOJE0W1NXOSE,5.0
0006551807,AOCADWNP0OCKD,4.0
0006551807,A1N46G8TKM3ZQB,5.0
0006551807,A1IPKBAP6LOWCR,5.0
0006551807,A17FLA8HQOFVIG,5.0
0006551807,AH7CBIWDTHXWA,4.0
0006551807,APTVNT7U6RZC3,5.0
0006551807,A2MF2QVSCUI27G,4.0
0006551807,A11NL2A0RDEGF,5.0
0006551807,A2HR0DJG4WMR8R,4.0
0006551807,A3KEZLJ59C1JVH,5.0
0006551807,A3LKWMM12AF0PU,4.0
0006551807,A1WUPRPQBV4FB8,4.0
0006551807,A3EUS4JC68Q476,4.0
0006551807,A3IMPQBNQ0UFAY,3.0
0006551807,A2ODBHT4URXVXQ,4.0
0006551807,AX54G5AL870Q8,5.0
0006551807,AE31M52VLKOG6,5.0
0006551807,A8IPQ1Q1O7YX5,5.0
0006551807,AS6SH2JM2YY3H,4.0
0006551807,A1BMET3MONQ1WE,3.0
0006551807,A1L8HRCM60W0W7,4.0
0006551807,A3JCWGHCVC2ZNF,3.0
0006551807,A1LVMQ52YODRMO,5.0
0006551807,A2UW83R0JOZZ6,4.0
0006551807,A3ME5HY6FHN2OG,4.0
0006551807,A1DYXCF4148PJT,5.0
0007124015,A3C0380R9NMLHD,4.0
0007124015,AFYYHRPSFBLWS,4.0
0007124015,A20EEWWSFMZ1PN,5.0
0007124015,AK7CAW3N1XZV6,5.0
0007124015,A1EKTLUL24HDG8,5.0
0007124015,A1NT7ED5TATUAM,3.0
0007124015,A1X8VZWTOG8IS6,5.0
0007124015,A2ATWKOFJXRRR1,5.0
0007124015,AYT4FJYVCHYLE,5.0
0007124015,A2FTHCGH06O4Y5,1.0
0007124015,ADY0QI5IENSLY,5.0
0007124015,A1796BFN7L774T,5.0
0007124015,A3MUDAYXE0ANVM,5.0
0007124015,AJ98YA4Y333BK,5.0
0007124015,AXVXIWJ6IU6KA,5.0
0007124015,A11B61QBGHLQDN,5.0
0007124015,A28WJUJF6D2ULA,5.0
0007124015,AWLFVCT9128JV,5.0
0007124015,A1V09ASZ9HWQAE,5.0
0007124015,A1D2C0WDCSHUWZ,5.0
0007124015,A3S1YIQQW7AZO,4.0
0007124015,A1FMJJKSVQDDQ,4.0
0007124015,A1CHM200OEN65X,5.0
0007124015,A36WD8GXQ5QCJ7,5.0
0007124015,A3HLJQCY6GKRVK,5.0
0007124015,A30KEXFT9SILL6,4.0
0007124015,A1G9FX1KV45N41,5.0
0007124015,A3ATAPFSNLF3EY,4.0
0007124015,A2BCIAH2TIYVQ9,4.0
0007124015,A3DXVYD2TQHWGD,5.0
0007124015,ABMX8XUNPR3LP,2.0
0007124015,A2QO08DN1DTEWD,5.0
0007124015,A2TUA4VWCMNXI,5.0
0007124015,AKT8TGIT6VVZ5,5.0
0007124015,ACT2AA008KB31,5.0
0007124015,A1LVZOK9F7K4CN,5.0
0007124015,A2NBOL825B93OM,5.0
0007124015,A2P6KAWXJ16234,4.0
0007124015,A1DW4U1LQV0XW7,4.0
0007124015,A23OLHL5RPQKLP,5.0
0007124015,AOKGRSAS5VNS3,5.0
0007124015,A3VBVDOMJT49GH,4.0
0007124015,A2SHQJP6PNQTLD,5.0
0007124015,A1Z81GM85KH5XS,5.0
0007124015,A14OJS0VWMOSWO,5.0
0007124015,A18ZOHJ7ZERQ8,5.0
0007124015,A3T0OTH5072YRE,4.0
0007124015,A2F3M93RRLFQNJ,5.0
0007124015,A21Z8FUB9IZI2L,5.0
0007124015,A1XTWXIMUCDGQE,5.0
0007124015,A3QVAKVRAH657N,5.0
0007124015,AFMF4F9QW2JDS,5.0
0007124015,A1E2EI93MJW6QK,5.0
0007124015,A3K1RVYM3JQZZS,5.0
0007124015,A4FX5YCJA630V,5.0
0007124015,A2EDZH51XHFA9B,5.0
0007124015,A1N1YEMTI9DJ86,5.0
0007124015,AFVZXHIUSXINA,5.0
0007124015,A96K1ZGW56S2I,5.0
0007124015,A1POFVVXUZR3IQ,5.0
0007136838,A2S166WSCFIFP5,4.0
0007136838,A1AXHNRDJEQ0B,5.0
0007136838,A1RAUVCWYHTQI4,5.0
0007136838,A1X8VZWTOG8IS6,4.0
0007136838,AISUSPFYY68RO,5.0
0007136838,AQCQ5F0OJXMG9,5.0
0007136838,A28WJUJF6D2ULA,5.0
0007136838,A1G0DH7UQ4ILS6,5.0
0007136838,A3DQWFWINN3V5A,5.0
0007136838,A1MC6BFHWY6WC3,5.0
0007136838,AUMYX5PJBJVNJ,5.0
0007136838,A2C4MKATLLGFB0,5.0
0007136838,A1K1JW1C5CUSUZ,5.0
0007136838,A3IKBHODOTYYHM,5.0
0007136838,ACIBQ6BQ6AWEV,5.0
0007136838,A1V8NBMG0PDVK1,5.0
0007136838,A3L9QN0YNV3PUG,5.0
0007136838,AAIL33CYCT47J,5.0
0007136838,A3P9D22KDEXVMN,5.0
0007136838,A1SCJWCMQ3W3KK,4.0
0007136838,A1ESZNL5LPAJMG,5.0
0007136838,A3RTNA9THAU2OP,4.0
0007136838,A3DXVYD2TQHWGD,5.0
0007136838,A3A6GXILVT9JNW,5.0
0007136838,A33J2VWP9HXDU9,5.0
0007136838,A2O9HU1K7TCF7B,5.0
0007136838,A1J0YNR1SSFCVS,5.0
0007136838,A1LVZOK9F7K4CN,5.0
0007136838,A2AYSFGUP5VTY3,5.0
0007136838,A3OJFPKMCXKOM0,5.0
0007136838,A1IOJE0W1NXOSE,5.0
0007136838,A1GQAKL9CGQLP1,5.0
0007136838,A16W9E27VW9IND,4.0
0007136838,A1ARA52HB238HT,3.0
0007136838,A34BWLZ9HERHGM,5.0
0007136838,AN8C7BGR98HLN,5.0
0007136838,AHUT55E980RDR,5.0
0007136838,A1F38YS15PWMRQ,5.0
0007136838,A1MJFOR1ABINJ4,4.0
0007136838,A4FX5YCJA630V,5.0
0007136838,A2PN7Z2VTHICL8,5.0
0007136838,AH0NHQQMDSSYV,5.0
0007136838,A3NCV7XVGNHRT6,5.0
0007147295,AK7CAW3N1XZV6,4.0
0007147295,A2PWUIQG57O1AZ,5.0
0007147295,ARBMZ59SXGUGI,5.0
